,referer,receiver,shared_Count,Unique_Beneficiaries,Number_Same_Day_Visits,Type_referer,State_referer,Type_receiver,State_receiver,Taxonomy_Code,Grouping,Classification,Specialization
7557,1912085184,1497764112,29,12,0,2.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7558,1912926445,1497764112,27,13,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7559,1922057967,1497764112,19,11,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7560,1952327314,1497764112,26,17,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7561,1952557209,1497764112,80,39,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7562,1972564961,1497764112,53,18,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7563,1992753685,1497764112,62,32,0,1.0,NE,1.0,NE,207QH0002X,Allopathic & Osteopathic Physicians,Family Medicine,Hospice and Palliative Medicine
7564,1003801309,1912962697,70,13,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7565,1003848540,1912962697,32,11,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7566,1003856006,1912962697,23,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7567,1003861147,1912962697,101,50,8,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7568,1003985375,1912962697,19,12,2,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7569,1013096486,1912962697,149,18,35,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7570,1013936772,1912962697,224,66,12,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7571,1013976760,1912962697,154,45,13,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7572,1023013869,1912962697,43,21,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7573,1023039179,1912962697,233,62,17,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7574,1023042215,1912962697,306,41,62,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7575,1023071248,1912962697,28,17,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7576,1023094653,1912962697,257,49,103,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7577,1023165289,1912962697,1362,240,357,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7578,1023218781,1912962697,132,60,6,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7579,1023224839,1912962697,57,35,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7580,1023299138,1912962697,35,13,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7581,1033104344,1912962697,52,14,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7582,1033105507,1912962697,58,18,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7583,1033114590,1912962697,14,13,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7584,1033132121,1912962697,15,11,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7585,1033191168,1912962697,31,11,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7586,1033194931,1912962697,57,38,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7587,1033205182,1912962697,334,146,23,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7588,1033211248,1912962697,65,39,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7589,1033255369,1912962697,234,26,35,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7590,1033472139,1912962697,95,46,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7591,1043239700,1912962697,125,45,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7592,1053316638,1912962697,34,19,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7593,1053339267,1912962697,157,85,9,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7594,1053511592,1912962697,140,18,62,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7595,1053658880,1912962697,21,16,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7596,1053759837,1912962697,109,49,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7597,1063400133,1912962697,88,60,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7598,1063423341,1912962697,73,41,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7599,1063457844,1912962697,62,15,27,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7600,1063500783,1912962697,106,58,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7601,1063547255,1912962697,169,35,31,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7602,1073510657,1912962697,267,173,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7603,1073518254,1912962697,28,17,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7604,1073542502,1912962697,17,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7605,1073572301,1912962697,184,57,18,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7606,1073587598,1912962697,71,47,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7607,1073599635,1912962697,26,14,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7608,1073742235,1912962697,29,18,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7609,1073890489,1912962697,44,24,2,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7610,1083619472,1912962697,119,64,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7611,1083668669,1912962697,25,14,0,2.0,SC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7612,1083820617,1912962697,21,13,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7613,1083828982,1912962697,18,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7614,1083837546,1912962697,65,23,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7615,1083897904,1912962697,178,41,11,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7616,1093023228,1912962697,21,14,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7617,1093131310,1912962697,22,11,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7618,1093728883,1912962697,36,19,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7619,1104074517,1912962697,139,73,2,1.0,SC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7620,1104130806,1912962697,25,15,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7621,1104176627,1912962697,205,31,7,1.0,AZ,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7622,1104814946,1912962697,62,14,32,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7623,1104845528,1912962697,17,13,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7624,1104857937,1912962697,62,13,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7625,1104901354,1912962697,132,43,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7626,1104975747,1912962697,162,43,5,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7627,1114924503,1912962697,294,201,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7628,1124023528,1912962697,107,34,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7629,1124028014,1912962697,28,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7630,1124081930,1912962697,358,21,85,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7631,1124114178,1912962697,77,18,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7632,1124129671,1912962697,120,20,43,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7633,1124231097,1912962697,65,34,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7634,1124264288,1912962697,71,22,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7635,1134144173,1912962697,108,20,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7636,1134153067,1912962697,154,72,19,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7637,1134190622,1912962697,159,74,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7638,1134206816,1912962697,40,14,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7639,1134558000,1912962697,86,17,0,1.0,CA,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7640,1144273244,1912962697,187,38,114,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7641,1144338161,1912962697,116,50,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7642,1144548405,1912962697,90,67,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7643,1154311645,1912962697,140,14,38,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7644,1154368009,1912962697,250,94,57,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7645,1154439149,1912962697,58,30,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7646,1164438602,1912962697,58,31,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7647,1164462644,1912962697,153,41,90,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7648,1164503785,1912962697,208,54,19,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7649,1164718250,1912962697,24,11,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7650,1174633457,1912962697,89,23,5,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7651,1184600587,1912962697,35,15,0,1.0,SC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7652,1184705220,1912962697,52,12,10,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7653,1184717183,1912962697,180,26,5,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7654,1184882227,1912962697,31,11,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7655,1194754275,1912962697,40,22,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7656,1194763748,1912962697,92,48,4,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7657,1205188869,1912962697,36,24,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7658,1205804739,1912962697,127,22,59,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7659,1205818226,1912962697,27,13,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7660,1205855806,1912962697,69,28,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7661,1205882180,1912962697,37,17,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7662,1205935236,1912962697,41,27,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7663,1205941432,1912962697,24,11,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7664,1205942927,1912962697,19,12,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7665,1205969953,1912962697,82,47,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7666,1205979424,1912962697,663,150,392,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7667,1215047543,1912962697,33,11,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7668,1215904818,1912962697,80,18,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7669,1215932983,1912962697,24,15,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7670,1215936356,1912962697,150,13,48,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7671,1215954649,1912962697,93,43,10,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7672,1215976006,1912962697,223,62,19,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7673,1225127459,1912962697,62,14,20,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7674,1225146210,1912962697,86,44,3,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7675,1225199409,1912962697,50,24,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7676,1225237944,1912962697,129,67,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7677,1235122649,1912962697,249,32,63,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7678,1235122656,1912962697,101,29,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7679,1235179482,1912962697,122,11,45,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7680,1235240714,1912962697,118,34,7,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7681,1245220532,1912962697,92,23,48,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7682,1245235217,1912962697,14,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7683,1245273812,1912962697,42,12,2,1.0,GA,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7684,1255308516,1912962697,74,14,31,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7685,1255335535,1912962697,23,18,0,2.0,FL,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7686,1255507737,1912962697,109,20,47,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7687,1255682522,1912962697,60,35,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7688,1265400394,1912962697,214,38,52,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7689,1265472278,1912962697,336,26,95,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7690,1265540298,1912962697,62,33,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7691,1275512279,1912962697,292,110,225,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7692,1275531006,1912962697,67,40,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7693,1275559536,1912962697,92,39,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7694,1275659641,1912962697,16,11,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7695,1275714453,1912962697,15,12,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7696,1275761355,1912962697,340,73,23,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7697,1285614578,1912962697,22,12,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7698,1285677245,1912962697,31,17,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7699,1285681692,1912962697,20,13,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7700,1285803627,1912962697,34,13,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7701,1285845289,1912962697,107,72,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7702,1285849950,1912962697,157,18,8,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7703,1285925131,1912962697,44,25,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7704,1295701944,1912962697,48,29,6,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7705,1295703130,1912962697,137,59,2,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7706,1295732691,1912962697,359,227,5,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7707,1295772341,1912962697,47,20,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7708,1295983898,1912962697,49,34,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7709,1306123344,1912962697,84,42,3,2.0,SC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7710,1306806179,1912962697,28,17,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7711,1306816244,1912962697,25,17,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7712,1306862594,1912962697,47,15,14,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7713,1306937479,1912962697,20,11,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7714,1306948492,1912962697,191,79,10,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7715,1316112105,1912962697,64,22,4,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7716,1316907041,1912962697,48,27,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7717,1316983554,1912962697,54,15,10,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7718,1326001447,1912962697,38,19,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7719,1326009457,1912962697,23,12,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7720,1326041955,1912962697,27,17,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7721,1326091885,1912962697,44,19,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7722,1326131525,1912962697,28,17,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7723,1326486176,1912962697,40,28,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7724,1336142975,1912962697,28,19,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7725,1336193234,1912962697,175,45,19,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7726,1336283795,1912962697,37,18,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7727,1336359199,1912962697,20,13,0,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7728,1336414168,1912962697,207,35,10,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7729,1346226040,1912962697,27,15,0,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7730,1346226354,1912962697,73,43,2,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7731,1346233277,1912962697,1773,430,36,2.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
7732,1346295417,1912962697,54,34,1,1.0,NC,2.0,NC,207RH0002X,Allopathic & Osteopathic Physicians,Internal Medicine,Hospice and Palliative Medicine
